CID,BL,BR,FL,FR,CE,RO,AC,AE,X,Y,Lin,Lo,Mu,Bo,Vi,Inter,Intra,Na,F1,F2,F3,F4,F5
C466,17,18,14,16,18,13,14,16,3,-4,30,35,31,30,23,31,27,27,15,15,13,10,17
C467,17,19,17,18,9,19,20,11,-8,11,36,39,37,36,35,37,37,36,8,14,17,11,26
C468,10,11,13,12,15,14,15,13,-1,0,26,15,23,24,32,25,25,22,16,15,15,13,21
C469,5,19,17,19,13,18,14,13,-5,1,24,28,21,27,32,23,27,26,10,10,21,14,24
C47,14,18,14,16,15,16,16,20,4,1,31,38,38,24,32,26,34,37,36,36,36,36,35
C470,16,14,14,14,9,14,21,18,4,12,31,26,38,25,26,32,33,33,24,22,22,19,22
C471,9,18,14,18,16,16,15,13,-3,-1,27,24,25,25,28,17,32,22,16,18,16,19,22
C472,15,10,8,15,17,12,16,13,1,-1,25,25,22,31,24,25,30,30,11,19,17,12,26
C473,15,18,14,13,14,17,15,12,-5,1,28,30,28,25,22,26,30,25,14,22,19,14,22
C474,13,17,11,11,12,14,14,20,6,2,24,31,27,26,23,22,28,24,16,11,16,14,18
C475,13,13,18,15,13,13,18,15,2,5,33,32,29,35,31,33,37,32,7,7,13,6,9
C476,14,15,10,9,16,16,13,14,-2,-3,37,28,32,28,35,37,36,33,20,23,14,6,28
C477,14,14,14,14,17,12,20,17,5,3,24,28,24,26,29,27,25,25,22,17,20,19,19
C478,13,17,17,12,13,17,13,13,-4,0,26,21,22,24,28,25,25,25,23,22,24,20,23
C479,16,19,16,20,12,14,17,15,1,5,30,26,33,29,32,32,33,30,7,7,13,6,9
C48,16,17,15,15,14,17,15,12,-5,1,34,35,34,41,27,36,30,35,32,39,35,33,37
C480,15,15,13,12,13,15,16,15,0,3,23,25,23,25,25,26,21,18,22,17,20,19,19
C481,14,17,11,5,14,15,19,12,-3,5,40,32,25,30,25,29,23,37,17,16,14,15,25
C482,12,17,14,8,12,16,11,17,1,-1,25,25,36,31,26,37,29,39,14,15,25,9,12
C483,13,12,12,15,15,14,13,12,-2,-2,29,36,25,29,23,26,29,35,21,19,13,16,21
C484,16,19,13,14,17,12,14,15,3,-3,29,29,30,31,26,31,34,27,14,18,19,17,14
C485,8,14,10,12,12,17,17,14,-3,5,35,34,38,28,30,29,35,29,5,13,12,10,15
C486,15,15,8,10,19,12,17,14,2,-2,34,30,33,28,31,34,33,35,18,11,18,13,23
C487,13,18,12,10,15,14,16,17,3,1,23,29,26,22,24,26,25,27,17,18,18,8,12
C488,11,10,10,7,17,15,15,13,-2,-2,32,29,29,31,24,36,31,36,17,15,20,18,19
C489,15,17,16,13,17,14,15,17,3,-2,33,30,29,31,30,32,35,30,16,13,13,20,14
C49,16,17,15,13,17,12,16,13,1,-1,25,27,31,33,27,33,23,28,38,27,31,34,25
C490,15,16,13,10,19,9,18,11,2,-1,30,34,30,35,32,31,32,35,15,14,17,17,24
C491,19,18,17,13,13,16,17,13,-3,4,35,32,27,38,34,27,30,21,12,13,13,12,27
C492,17,17,17,13,15,18,13,14,-4,-2,31,30,30,37,34,32,35,31,17,17,16,12,18
C493,12,17,11,12,14,14,18,11,-3,4,33,26,31,29,29,30,32,31,23,25,24,25,10
C494,16,17,16,12,15,10,22,13,3,7,25,26,26,33,31,34,25,33,20,20,16,14,22
C495,15,13,10,14,12,14,13,15,1,1,24,33,29,29,23,29,34,33,17,20,13,19,22
C496,15,16,16,12,17,15,15,12,-3,-2,28,33,26,31,32,31,33,34,18,20,19,22,15
C497,17,17,17,16,15,20,15,11,-9,0,28,27,35,33,34,38,28,36,11,15,17,12,25
C498,14,17,15,16,18,11,15,20,9,-3,33,29,29,30,35,30,32,32,21,7,22,22,23
C499,11,16,11,12,13,16,16,16,0,3,25,31,33,27,25,31,28,31,13,17,17,12,24
C5,13,13,12,10,16,14,15,15,1,-1,24,25,27,23,20,27,24,19,20,27,23,20,22
C50,17,16,15,13,15,13,12,14,1,-3,28,34,33,30,32,31,30,34,33,28,32,25,30
C500,12,17,19,16,15,16,15,15,-1,0,39,39,33,31,36,38,33,28,16,21,21,16,18
C501,14,16,11,13,15,15,21,12,-3,6,36,27,34,29,26,29,30,33,14,17,26,5,23
C502,15,15,16,14,14,11,15,15,4,1,28,31,32,24,26,20,33,26,18,11,17,9,22
C503,15,17,15,15,16,18,12,12,-6,-4,35,34,38,30,28,37,39,40,17,21,21,14,25
C504,14,12,12,14,18,19,15,11,-8,-3,29,34,31,32,31,33,29,35,13,14,13,11,12
C505,12,15,13,14,11,17,14,19,2,3,30,31,33,29,30,29,32,31,17,18,24,17,22
C506,7,12,4,15,14,14,18,14,0,4,28,34,31,24,34,33,23,24,11,10,21,19,27
C507,13,17,11,9,19,20,14,14,-6,-5,38,29,36,25,35,34,29,31,10,11,16,11,16
C508,14,18,16,17,16,19,14,12,-7,-2,33,27,43,37,40,37,29,36,23,12,18,14,22
C509,18,17,13,15,14,19,14,11,-8,0,34,33,39,38,36,37,32,33,8,10,16,13,28s
C51,16,16,16,17,14,16,18,12,-4,4,21,17,26,26,23,18,23,25,12,18,10,15,26
C510,18,17,13,16,15,14,14,19,5,-1,30,35,32,28,29,31,33,35,21,19,17,7,20
C511,13,15,15,18,17,16,13,13,-3,-4,33,31,32,25,32,29,26,28,21,19,17,7,20
C512,14,13,9,11,19,16,16,11,-5,-3,30,33,30,23,25,28,29,32,11,24,16,19,17
C513,12,15,12,9,17,21,10,14,-7,-7,18,35,22,27,24,23,30,27,16,16,14,13,20
C514,19,19,18,19,15,15,17,11,-4,2,32,34,29,38,33,37,36,34,16,14,17,9,24
C515,19,20,19,19,18,14,10,14,0,-8,32,35,29,37,33,37,36,34,17,15,15,8,25
C516,17,15,13,16,16,13,12,17,4,-4,23,44,20,29,25,36,26,33,14,11,17,9,25
C517,15,16,9,14,14,16,17,13,-3,3,37,35,37,34,34,33,35,37,12,8,15,13,16
C518,16,19,13,18,15,13,15,18,5,0,30,32,29,33,31,29,32,33,23,12,20,19,24
C519,17,17,15,15,15,13,16,16,3,1,34,34,26,30,30,26,26,33,23,12,20,19,24
C52,15,17,19,16,14,17,16,11,-6,2,40,43,32,35,30,27,28,30,7,9,18,16,16
C520,16,17,14,17,11,21,15,12,-9,4,31,31,37,28,29,31,32,32,23,22,16,8,22
C521,13,12,12,4,17,14,16,12,-2,-1,23,26,23,30,28,23,31,31,21,20,22,16,18
C522,16,17,19,13,11,14,21,13,-1,10,30,35,27,31,27,31,26,33,15,15,15,9,16
C523,13,13,14,17,15,19,14,15,-4,-1,27,40,42,36,42,27,36,28,26,23,22,17,26
C524,17,19,20,19,18,20,13,11,-9,-5,33,34,37,23,25,27,24,21,32,27,31,27,32
C525,18,15,12,16,11,14,18,11,-3,7,29,28,34,30,32,30,27,33,15,23,18,21,20
C526,11,16,11,12,13,16,16,16,0,3,25,31,33,27,25,31,28,31,13,17,17,12,24
C527,12,17,19,16,15,16,15,15,-1,0,39,39,33,31,36,38,33,28,16,21,21,16,18
C528,14,16,11,13,15,15,21,12,-3,6,36,27,34,29,26,29,30,33,14,17,26,5,23
C529,15,15,16,14,14,11,15,15,4,1,28,31,32,24,26,20,33,26,18,11,17,9,22
C53,14,12,11,11,22,10,11,19,9,-11,32,43,23,26,29,30,35,31,16,21,15,21,21
C530,15,17,15,15,16,18,12,12,-6,-4,35,34,38,30,28,37,39,40,17,21,21,14,25
C531,14,12,12,14,18,19,15,11,-8,-3,29,34,31,32,31,33,29,35,13,14,13,11,12
C532,12,15,13,14,11,17,14,19,2,3,30,31,33,29,30,29,32,31,17,18,24,17,22
C533,7,12,4,15,14,14,18,14,0,4,28,34,31,24,34,33,23,24,11,10,21,19,27
C534,13,17,11,9,19,20,14,14,-6,-5,38,29,36,25,35,34,29,31,10,11,16,11,16
C535,14,18,16,17,16,19,14,12,-7,-2,33,27,43,37,40,37,29,36,23,12,18,14,22
C536,18,17,13,15,14,19,14,11,-8,0,34,33,39,38,36,37,32,33,8,10,16,13,28
C537,18,17,13,16,15,14,14,19,5,-1,30,35,32,28,29,31,33,35,21,19,17,7,20
C538,13,15,15,18,17,16,13,13,-3,-4,33,31,32,25,32,29,26,28,21,19,17,7,20
C539,14,13,9,11,19,16,16,11,-5,-3,30,33,30,23,25,28,29,32,11,24,16,19,17
C54,13,17,9,8,15,11,14,20,9,-1,31,24,35,31,30,27,33,32,12,10,12,14,18
C540,12,15,12,9,17,21,10,14,-7,-7,18,35,22,27,24,23,30,27,16,16,14,13,20
C541,19,19,18,19,15,15,17,11,-4,2,32,34,29,38,33,37,36,34,16,14,17,9,24
C542,19,20,19,19,18,14,10,14,0,-8,32,35,29,37,33,37,36,34,17,15,15,8,25
C543,17,15,13,16,16,13,12,17,4,-4,23,44,20,29,25,36,26,33,14,11,17,9,25
C544,15,16,9,14,14,16,17,13,-3,3,37,35,37,34,34,33,35,37,12,8,15,13,16
C545,16,19,13,18,15,13,15,18,5,0,30,32,29,33,31,29,32,33,23,12,20,19,24
C546,17,17,15,15,15,13,16,16,3,1,34,34,26,30,30,26,26,33,23,12,20,19,24
C547,16,17,14,17,11,21,15,12,-9,4,31,31,37,28,29,31,32,32,23,22,16,8,22
C548,13,12,12,4,17,14,16,12,-2,-1,23,26,23,30,28,23,31,31,21,20,22,16,18
C549,16,17,19,13,11,14,21,13,-1,10,30,35,27,31,27,31,26,33,15,15,15,9,16
C55,13,14,14,14,9,15,18,14,-1,9,40,43,32,35,30,27,28,30,11,15,14,17,14
C550,13,13,14,17,15,19,14,15,-4,-1,27,40,42,36,42,27,36,28,26,23,22,17,26
C551,17,19,20,19,18,20,13,11,-9,-5,33,34,37,23,25,27,24,21,32,27,31,27,32
C552,18,15,12,16,11,14,18,11,-3,7,29,28,34,30,32,30,27,33,15,23,18,21,20
C553,5,8,15,12,15,17,16,16,-1,1,30,25,27,30,26,29,28,28,10,8,21,14,20
C554,9,8,12,11,15,12,20,12,0,5,24,22,19,31,25,28,23,23,15,23,22,17,24
C555,9,7,11,13,16,12,17,11,-1,1,28,29,33,42,30,30,29,37,17,18,19,14,15
C556,13,12,8,7,13,16,15,15,-1,2,28,25,32,32,26,23,29,25,12,14,19,19,25
C557,11,5,9,15,20,18,13,10,-8,-7,29,32,34,31,34,30,30,34,12,15,26,16,21
C558,11,11,16,3,22,9,12,14,5,-10,23,23,29,25,28,28,28,29,25,17,21,15,23
C559,7,11,11,12,16,12,19,15,3,3,25,31,30,40,32,30,29,33,16,13,15,16,19
C56,15,16,16,13,13,20,18,11,-9,5,27,31,34,18,27,28,25,26,16,17,17,8,22
C560,9,11,13,7,15,14,17,10,-4,2,18,17,35,31,21,25,24,35,16,10,14,16,22
C561,8,13,5,13,16,11,17,19,8,1,24,22,33,29,33,27,29,33,23,20,23,9,21
C562,11,13,8,8,15,14,16,20,6,1,28,28,33,33,32,32,27,40,15,18,27,18,22
C563,11,4,13,12,15,14,16,20,6,1,24,16,37,37,30,28,20,28,17,18,20,12,16
C564,11,8,12,9,17,8,15,17,9,-2,31,42,32,32,30,32,38,34,18,13,16,15,26
C565,13,8,13,5,17,8,15,17,9,-2,25,28,29,35,26,21,34,23,11,26,17,9,22
C566,5,9,12,13,16,17,17,13,-4,1,25,29,26,35,24,28,27,29,13,16,20,14,20
C567,7,11,19,4,10,14,15,16,2,5,26,28,34,27,24,50,28,30,14,25,18,14,17
C568,7,12,15,7,13,13,17,13,0,4,22,20,20,33,23,23,25,28,19,12,24,18,24
C569,11,8,11,11,15,15,18,12,-3,3,22,29,29,35,24,31,31,34,18,9,19,18,27
C57,14,15,15,17,15,14,14,14,0,-1,10,17,20,26,21,19,15,23,19,13,22,13,20
C570,11,8,15,7,18,11,14,12,1,-4,24,31,21,34,28,32,33,28,22,11,22,22,24
C571,9,8,16,7,11,14,18,10,-4,7,32,34,35,37,33,31,35,27,21,18,17,16,27
C572,9,12,12,10,12,7,16,16,9,4,28,28,34,38,31,32,33,30,14,19,19,11,20
C573,13,11,7,8,18,14,10,18,4,-8,27,32,28,31,31,29,26,30,29,19,17,16,24
C574,11,15,13,14,14,16,14,12,-4,0,24,28,29,31,29,23,23,24,13,15,20,11,17
C575,9,9,12,9,14,17,13,18,1,-1,18,31,29,39,33,29,33,29,26,22,22,12,24
C576,12,13,8,7,16,14,17,11,-3,1,16,30,19,40,25,29,30,25,15,15,20,16,28
C577,9,9,13,8,11,11,18,16,5,7,23,32,33,34,34,33,33,26,12,21,14,12,21
C578,9,12,8,11,19,16,12,14,-2,-7,18,19,32,18,19,22,29,32,12,17,14,11,24
C579,7,11,12,11,16,15,9,20,5,-7,27,35,22,35,32,34,31,27,16,13,15,16,19
C58,10,18,12,15,16,13,18,13,0,2,20,28,26,26,22,25,20,18,21,20,18,14,24
C580,5,15,13,7,14,18,15,11,-7,1,31,27,34,42,31,30,38,25,23,14,6,11,19
C581,12,8,15,5,18,12,13,14,2,-5,19,23,27,32,30,27,27,27,12,19,12,17,17
C582,12,5,16,7,17,11,17,19,8,0,19,25,37,31,29,26,27,32,22,11,14,18,26
C583,15,4,16,5,17,11,18,11,0,1,28,35,36,29,32,29,28,24,27,17,15,7,28
C584,15,12,4,9,18,11,16,16,5,-2,20,28,26,27,23,25,22,18,21,14,15,19,25
C585,5,12,19,11,11,16,15,16,0,4,28,24,32,28,26,30,25,24,12,20,17,14,14
C586,9,5,15,8,11,21,18,11,-10,7,17,29,23,31,30,32,28,23,8,12,13,17,21
C587,15,9,12,4,20,14,13,13,-1,-7,26,28,34,27,28,27,30,31,14,24,17,13,12
C588,9,9,13,8,18,15,19,9,-6,1,21,27,33,24,29,28,32,33,16,12,19,16,23
C589,9,5,13,12,16,16,18,10,-6,2,23,32,23,29,23,25,27,18,22,15,20,12,24
C59,12,17,12,13,16,12,18,12,0,2,30,25,22,23,29,30,27,29,9,11,9,9,12
C590,12,8,11,9,12,16,20,15,-1,8,25,30,29,34,31,28,32,31,23,9,20,20,21
C591,11,15,4,11,20,10,7,18,8,-13,36,22,25,26,33,36,24,32,30,18,18,21,18
C592,9,9,12,9,16,17,15,12,-5,-1,27,28,26,35,27,24,26,32,15,11,13,24,26
C593,9,11,12,8,16,14,10,17,3,-6,20,21,29,19,28,24,27,20,24,23,22,15,24
C594,7,8,13,12,11,14,20,12,-2,9,28,24,31,35,27,33,27,22,12,15,18,10,18
C595,9,5,12,13,10,22,16,11,-11,6,27,26,28,32,26,28,28,25,14,15,21,13,22
C596,12,8,15,5,15,16,16,10,-6,1,23,27,26,35,18,24,31,24,20,21,20,11,17
C597,11,11,7,11,13,16,17,11,-5,4,26,26,21,30,20,22,26,18,23,18,25,20,23
C598,8,11,13,8,16,14,15,15,1,-1,21,28,28,33,31,27,30,32,23,20,25,15,16
C599,8,9,12,11,20,14,15,12,-2,-5,21,34,25,27,32,26,33,33,23,16,14,12,18
C6,13,15,10,7,13,15,16,12,-3,3,29,36,33,30,30,30,33,32,8,9,10,8,23
C60,14,17,15,8,13,16,12,18,2,-1,30,23,26,24,26,32,24,29,12,19,17,13,26
C600,9,11,16,4,16,11,17,14,3,1,28,26,34,39,30,30,30,31,23,16,16,7,24
C601,15,12,8,5,19,15,14,12,-3,-5,19,30,26,30,26,17,27,17,14,17,14,12,25
C602,12,17,8,3,13,17,16,14,-3,3,24,24,30,37,36,28,26,32,11,9,27,6,29
C603,9,11,12,8,18,16,15,9,-7,-3,28,26,34,39,33,29,31,34,17,16,20,14,24
C604,5,7,15,13,14,16,18,13,-3,4,23,21,25,32,26,25,21,29,15,13,25,16,23
C605,8,5,15,12,15,12,19,11,-1,4,27,30,33,27,26,28,29,30,24,31,21,19,21
C606,9,13,13,4,14,15,15,16,1,1,36,37,32,33,29,38,37,29,8,21,17,12,13
C607,7,16,12,5,14,18,12,13,-5,-2,29,32,26,27,30,30,21,32,17,20,22,22,22
C608,13,7,13,7,19,13,15,13,0,-4,27,31,30,28,26,29,32,32,11,9,15,11,23
C609,5,9,17,8,13,17,11,20,3,-2,29,30,33,31,28,29,33,27,12,28,19,15,22
C61,13,15,13,15,12,12,16,16,4,4,30,24,18,26,17,27,25,23,12,19,17,13,26
C610,12,8,12,8,13,17,15,15,-2,2,26,25,36,28,29,29,34,32,20,13,14,7,25
C611,11,4,19,7,15,17,14,12,-5,-1,26,33,38,35,29,26,29,33,17,29,21,10,27
C612,7,12,7,7,15,17,9,17,0,-6,31,39,32,33,32,30,27,26,24,20,23,23,29
C613,11,7,9,13,16,12,15,18,6,-1,36,32,33,23,28,34,29,34,20,22,6,6,20
C614,12,5,15,8,17,15,11,17,2,-6,34,37,39,27,27,34,32,28,26,25,16,14,18
C615,3,15,16,8,12,17,17,16,-1,5,35,31,36,29,30,29,34,25,10,28,22,14,23
C616,3,11,17,9,16,13,18,18,5,2,27,25,38,34,28,27,37,38,11,20,18,13,18
C617,11,11,11,7,18,15,14,18,3,-4,35,31,34,25,24,31,33,33,10,13,13,22,17
C618,9,5,12,7,14,18,18,12,-6,4,26,31,37,23,25,28,28,30,21,32,10,7,18
C619,3,11,13,13,18,14,11,18,4,-7,29,33,35,28,34,30,31,39,16,19,24,14,16
C62,10,16,13,15,15,17,18,14,-3,3,29,33,34,31,27,30,29,26,12,19,17,13,26
C620,7,9,13,11,12,14,19,12,-2,7,33,29,28,32,25,24,34,25,17,18,11,8,22
C621,7,4,17,12,13,19,14,13,-6,1,35,33,35,28,31,34,36,33,10,26,9,10,20
C622,9,11,12,8,14,13,17,17,4,3,29,36,33,29,29,26,30,18,17,17,9,21,23
C623,9,5,15,11,14,17,21,12,-5,7,26,27,20,28,28,24,21,22,13,29,18,13,20
C624,15,3,17,5,17,13,16,15,2,-1,28,32,31,24,31,29,29,34,21,17,11,11,20
C625,8,9,11,9,14,13,15,14,1,1,28,31,33,29,30,28,34,30,23,27,14,18,17
C626,15,3,15,8,16,10,14,21,11,-2,31,27,29,19,24,27,29,27,21,24,12,12,22
C627,13,3,12,12,17,8,17,20,12,0,27,27,32,21,25,30,25,29,29,16,12,19,20
C628,12,5,15,8,16,11,17,15,4,1,32,29,35,24,30,29,28,35,22,28,20,19,25
C629,4,9,16,12,12,14,22,14,0,10,29,34,34,32,33,33,30,35,26,26,20,11,16
C63,13,15,15,11,14,13,17,15,2,3,27,24,19,25,17,30,24,24,17,18,14,19,20
C630,15,5,15,5,12,16,15,15,-1,3,26,30,36,30,29,36,33,30,11,20,23,10,20
C631,5,8,17,9,12,14,18,13,-1,6,29,29,31,29,29,34,32,34,11,19,31,11,28
C632,15,5,12,8,14,19,15,9,-10,1,25,32,32,29,28,39,31,35,21,19,10,19,23
C633,15,3,15,8,20,9,17,17,8,-3,26,28,27,36,30,26,30,29,27,28,14,8,26
C634,12,9,11,8,18,16,15,13,-3,-3,25,24,18,20,28,24,29,24,15,21,16,20,23
C635,13,5,12,9,17,17,12,13,-4,-5,29,34,27,35,30,34,34,30,12,11,15,18,18
C636,12,9,13,5,18,9,14,19,10,-4,26,29,35,23,24,25,26,25,17,14,16,19,17
C637,9,13,8,9,15,18,17,10,-8,2,30,32,26,33,30,31,29,30,19,20,21,19,20
C638,12,8,9,11,20,16,16,15,-1,-4,15,21,13,19,14,19,23,14,23,12,22,24,18
C639,5,12,13,9,13,13,16,16,3,3,28,31,30,29,31,32,32,35,17,15,17,13,22
C64,11,16,15,19,16,15,14,12,-3,-2,25,26,29,26,24,25,26,32,18,15,12,12,15
C640,8,13,16,3,13,16,16,13,-3,3,30,28,33,26,22,29,27,29,16,23,27,10,26
C641,8,9,7,16,14,17,12,15,-2,-2,26,24,34,40,28,21,22,35,12,25,16,13,17
C642,8,13,16,3,13,11,19,14,3,6,26,30,31,25,22,32,16,26,14,22,16,27,20
C643,9,8,9,13,17,15,9,19,4,-8,37,36,31,25,28,28,32,25,29,23,8,16,25
C644,9,11,13,7,16,14,15,14,0,-1,26,34,25,26,24,25,30,29,11,24,21,8,17
C645,15,8,16,8,12,18,16,16,-2,4,30,28,31,19,28,21,32,26,11,23,22,16,25
C646,9,8,17,5,15,18,18,10,-8,3,28,25,28,22,27,26,29,23,11,26,22,11,21
C647,9,1,7,3,15,15,16,19,4,1,22,24,34,31,27,32,23,25,24,20,21,18,18
C648,7,12,13,8,17,16,11,13,-3,-6,32,28,38,25,26,27,27,34,17,14,16,19,17
C649,12,7,13,9,15,12,19,15,3,4,27,21,26,21,20,22,21,27,23,12,22,19,21
C65,17,14,7,5,14,12,20,13,1,6,22,28,33,22,21,26,26,26,17,12,18,16,27
C650,11,12,9,8,14,14,16,20,6,2,25,31,33,29,29,31,27,34,21,15,22,19,20
C651,3,13,7,17,14,17,14,11,-6,0,38,30,34,31,26,37,33,21,12,28,19,15,22
C652,11,8,13,8,14,13,18,15,2,4,34,29,28,29,21,34,29,26,20,20,27,15,31
C653,13,5,15,7,15,15,20,13,-2,5,33,31,32,35,29,29,32,34,20,28,29,13,28
C654,12,9,12,7,16,15,14,17,2,-2,31,31,36,36,33,34,38,38,22,19,14,17,24
C655,9,7,13,11,16,16,12,18,2,-4,23,29,29,27,30,28,27,23,13,25,17,22,21
C656,13,8,9,9,16,19,10,11,-8,-6,31,35,27,37,38,29,32,31,45,25,19,18,25
C657,13,11,11,5,12,17,16,11,-6,4,33,35,29,30,32,32,35,29,6,19,14,7,25
C658,9,9,9,12,17,18,14,12,-6,-3,33,28,26,32,33,37,28,26,28,20,18,16,25
C659,8,8,12,12,19,9,16,14,5,-3,28,33,32,28,30,29,31,23,20,25,20,12,28
C66,17,13,12,13,12,18,11,19,1,-1,15,23,27,32,28,28,36,24,33,17,21,18,20
C660,12,11,4,13,9,18,19,11,-7,10,28,32,26,26,27,25,32,27,7,20,20,23,29
C661,11,8,12,9,18,16,14,17,1,-4,27,35,27,28,34,32,35,30,24,23,14,28,19
C662,4,7,12,17,13,16,12,16,0,-1,23,30,30,29,25,28,26,32,22,30,14,26,29
C663,12,9,12,7,18,16,14,16,0,-4,31,25,31,34,26,33,31,25,9,25,27,22,24
C664,11,7,16,7,13,12,20,12,0,7,34,31,33,27,26,26,32,24,13,16,17,6,31
C665,5,7,17,11,10,18,19,13,-5,9,31,23,34,26,24,30,24,25,12,16,23,19,21
C666,13,8,15,4,14,16,19,14,-2,5,28,19,34,28,34,30,32,33,23,27,25,12,20
C667,9,9,12,9,17,13,13,17,4,-4,29,22,26,29,31,30,31,34,14,24,18,8,23
C668,15,13,11,1,16,16,19,12,-4,3,28,28,30,20,25,29,30,27,20,23,11,14,21
C669,9,8,13,7,14,15,14,19,4,0,31,31,31,28,28,29,30,31,24,24,15,18,23
C67,18,14,13,15,17,9,12,16,7,-5,23,35,30,24,24,29,28,31,24,18,17,13,24
C670,11,11,15,4,17,15,13,18,3,-4,26,35,31,24,19,25,27,32,25,26,89,10,27
C671,9,9,9,12,12,17,15,12,-5,3,30,36,38,33,26,32,34,30,8,26,20,16,20
C672,4,12,7,17,12,18,18,11,-7,6,38,38,35,38,36,35,28,38,14,18,23,18,19
C673,11,12,13,4,12,15,17,15,0,5,33,32,31,29,33,32,30,34,17,15,12,15,30
C674,3,9,15,13,15,16,17,13,-3,2,36,36,39,38,36,33,34,34,9,22,14,10,13
C675,9,9,13,8,14,18,14,13,-5,0,31,32,39,31,33,36,34,32,15,21,22,14,25
C676,8,11,12,9,20,11,16,15,4,-4,29,34,34,35,27,35,27,34,26,22,22,17,22
C677,7,8,16,9,15,18,16,11,-7,1,30,35,38,24,32,29,31,30,13,28,16,13,23
C678,7,9,16,8,12,15,17,15,0,5,24,20,39,33,35,29,37,36,5,26,26,15,19
C679,5,9,17,8,17,15,13,18,3,-4,30,26,26,18,21,27,30,27,13,28,16,13,23
C68,12,14,14,12,17,17,13,16,-1,-4,23,42,36,52,56,48,22,21,25,27,18,17,21
C680,11,11,7,12,19,13,16,14,1,-3,26,30,32,35,32,25,18,35,31,31,18,16,13
C681,9,11,15,4,8,20,15,15,-5,7,22,20,33,30,31,21,34,22,9,25,24,9,11
C682,8,7,9,7,16,17,15,10,-7,-1,23,30,25,30,26,21,31,29,12,23,20,7,24
C683,5,9,10,9,17,12,24,13,1,7,26,34,19,18,25,29,29,27,14,21,22,10,26
C684,9,12,8,11,17,15,12,16,1,-5,34,30,25,34,28,36,33,30,25,18,15,29,25
C685,13,3,11,11,17,13,20,11,-2,3,32,36,29,28,32,25,31,21,18,14,14,23,19
C686,13,5,12,9,15,11,19,12,1,4,29,36,31,30,35,30,36,35,21,25,9,8,20
C687,11,8,12,9,15,16,10,15,-1,-5,31,31,38,29,30,33,34,31,21,35,17,9,16
C688,8,9,13,9,12,19,17,14,-5,5,31,27,23,27,25,32,23,29,8,20,22,11,32
C689,12,7,9,12,17,8,14,15,7,-3,33,28,33,26,32,22,27,30,20,28,12,16,29
C69,19,19,13,11,16,15,14,18,3,-2,35,28,39,35,32,38,37,36,13,18,10,12,22
C690,13,5,8,13,15,10,19,18,8,4,27,34,29,24,28,27,33,28,22,27,8,11,22
C691,9,11,5,15,16,12,17,14,2,1,34,35,24,28,31,33,38,35,20,24,12,15,26
C692,7,9,9,15,15,13,11,15,2,-4,32,33,30,30,29,22,36,36,18,31,14,22,30
C693,9,11,11,9,12,23,15,10,-13,3,34,31,35,32,35,33,32,30,6,20,19,9,22
C694,4,13,15,8,12,24,18,11,-13,6,30,32,30,31,22,31,28,24,9,22,15,9,21
C695,5,11,16,8,16,19,15,11,-8,-1,26,24,42,32,32,36,31,34,8,24,15,25,21
C696,7,9,15,9,10,13,18,13,0,8,22,30,34,29,30,30,25,38,21,27,18,8,28
C697,4,8,15,13,11,13,21,14,1,10,29,19,34,25,28,34,22,23,14,24,28,9,23
C698,12,5,15,8,17,16,15,11,-5,-2,27,28,31,24,29,26,23,33,17,24,14,12,23
C699,13,9,11,7,12,18,22,4,-14,10,25,29,28,29,27,26,28,27,5,7,9,7,5
C7,15,18,9,5,10,19,17,15,-4,7,34,27,26,24,24,26,28,24,11,12,15,11,17
C70,11,10,13,14,17,17,13,16,-1,-4,21,24,28,29,26,20,28,26,18,13,20,18,20
C700,9,9,9,12,17,17,13,16,-1,-4,40,35,32,24,34,34,37,26,12,27,14,26,7
C701,5,15,15,8,15,12,15,17,5,0,28,24,21,31,28,33,23,24,12,25,24,11,26
C702,11,12,11,7,10,14,17,18,4,7,25,21,30,27,26,27,34,35,15,18,18,20,25
C703,9,4,16,11,16,18,14,13,-5,-2,31,25,36,33,24,29,27,30,22,26,24,25,25
C704,7,9,16,8,13,11,22,11,0,9,32,31,35,29,26,30,31,30,13,24,14,20,29
C705,7,8,13,12,13,13,18,14,1,5,34,36,30,22,23,33,33,27,14,20,12,13,25
C706,12,9,12,7,12,15,19,13,-2,7,31,28,30,25,20,32,28,25,25,26,13,12,26
C707,12,11,9,8,15,14,15,13,-1,0,32,30,29,38,30,27,31,29,10,27,11,7,30
C708,11,4,17,8,14,13,19,15,2,5,37,37,39,32,35,36,38,28,9,22,19,8,21
C709,12,3,17,8,19,18,15,13,-5,-4,33,30,33,42,20,34,30,33,18,27,14,13,22
C71,15,19,18,19,14,18,19,10,-8,5,27,27,26,16,26,28,23,27,11,11,15,14,14
C710,12,5,13,9,14,13,14,19,6,0,34,34,28,27,36,29,32,36,16,16,15,8,18
C711,11,7,17,5,14,13,22,10,-3,8,28,31,29,33,30,26,35,25,13,23,16,11,24
C712,9,8,12,11,18,12,14,14,2,-4,26,28,25,19,27,29,28,28,22,27,18,14,24
C713,11,9,15,5,13,15,15,18,3,2,26,31,28,32,26,26,32,31,16,19,14,16,21
C714,12,9,12,7,12,22,17,12,-10,5,37,30,33,25,22,31,35,28,19,18,26,23,22
C715,1,19,13,7,15,18,19,12,-6,4,26,24,35,29,29,29,30,30,29,21,22,26,25
